tweetID,created_at,location,username,fixedText
1577330418004750000,2022-10-04 16:10:51+00:00,,baz_strutt,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577330402917850000,2022-10-04 16:10:48+00:00,,Symbot2112,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577330274408570000,2022-10-04 16:10:17+00:00,The Blue Wave,NavyVetResister,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577330095160630000,2022-10-04 16:09:34+00:00,,SarcasticCupcak,"@RijuDas8 @Neoavatara @thefactualprep Your GA Senate candidate rolled over his ex-wife's foot with his car. You should probably sit down on this one, 2016 Hillary Clinton campaign stooge.: @Neoavatara @thefactualprep On Christian, he won’t be able to roll back his very personal and stinging comments (he’s an adult) and MAGA will attack him for hurting his father’s campaign (even though Herschel is the worst Senate candidate in years)"
1577329954764640000,2022-10-04 16:09:01+00:00,"San Francisco, CA",KTS_Stories,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577329494691640000,2022-10-04 16:07:11+00:00,he/they,yung_gart,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577329468351250000,2022-10-04 16:07:05+00:00,"New York, NY",danstevejon1,"RT @RonBrownstein: More than ever after Walker revelations in GA, shrinking GOP map makes it very hard for party to capture Senate if Fetterman wins. And sky-high Oz negatives there even b4 disturbing disclosures about animal cruelty in his experiments give Ds lots to target https://t.co/FKyugDm6aZ"
1577329429847470000,2022-10-04 16:06:56+00:00,"Arizona, USA",meliorist59,"RT @zentangent: from walker's Future Loss files:
https://t.co/axEMeRCp8v
polling changes since AUG obvious in graphs of polling results.
Currents odds approx 54:46 Rev Warnock winning. 
GA voters are smarter than the maga's give them credit for; except mtg's sniper rifle

#DemVoice1 
#ONEV1 Z21 https://t.co/heNhFdoGPz"
1577329349954600000,2022-10-04 16:06:37+00:00,"Atlanta, GA",MichelleGa333,@GarysBlues https: Can Herschel Walker win in GA?🤔✔️❤️
1577329286184310000,2022-10-04 16:06:21+00:00,Northeast USA,Alisonnj,"@Gen_Sherman1864 No @GOP learning curve.
When @hughhewitt discusses the current Republican Senate candidates, all he says about Herschel Walker is that he will be elected because people in GA know him &amp; he's a ""nice guy."" 
No policies, no experience...just name recognition
They just want the seat: Herschel Walker is the 2022 version of Roy Moore. https://t.co/nzScYcftoF"
1577329127161360000,2022-10-04 16:05:43+00:00,Bakersfield and Avila Beach CA,MetroDonMartin,"RT @SawyerHackett: Today alone we found out the republican senate nominee in PA killed 300+ dogs in product experiments and the republican senate nominee in GA paid for his gf’s abortion, despite calling abortion murder."
1577328857186810000,2022-10-04 16:04:39+00:00,"Long Island, N.Y.",Ripples04270961,"RT @VivianD40412825: Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'
https://t.co/laZwfIJGMY
Family definitely knows what your SECRETS &amp; Herschel, yours are slowly getting a lot of publicity coming straight from your household not good."
1577328800420960000,2022-10-04 16:04:26+00:00,Sedona AZ,PoorPeoplesPets,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577328596259140000,2022-10-04 16:03:37+00:00,,Ron__Ewert,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577328508002430000,2022-10-04 16:03:16+00:00,Northern California,doglips13,"RT @zentangent: from walker's Future Loss files:
https://t.co/axEMeRCp8v
polling changes since AUG obvious in graphs of polling results.
Currents odds approx 54:46 Rev Warnock winning. 
GA voters are smarter than the maga's give them credit for; except mtg's sniper rifle

#DemVoice1 
#ONEV1 Z21 https://t.co/heNhFdoGPz"
1577328323507580000,2022-10-04 16:02:32+00:00,SoCal,jbrame23,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577328196411920000,2022-10-04 16:02:02+00:00,,WilmaMerritt15,"RT @AWhatdayisit: @ChristianWalk1r Praying you find comfort @christianwalk1r

“I understand the struggles of hardworking families &amp; I know the difference good federal public policy makes…I'll keep up the fight to help Georgians live their best lives.” 
Donate/Phonebank. If in Ga vote 2 keep Rev Warnock in Senate. https://t.co/HrIfR5RMoE"
1577328087108190000,2022-10-04 16:01:35+00:00,Los Angeles,BenMank77,"RT @RonBrownstein: More than ever after Walker revelations in GA, shrinking GOP map makes it very hard for party to capture Senate if Fetterman wins. And sky-high Oz negatives there even b4 disturbing disclosures about animal cruelty in his experiments give Ds lots to target https://t.co/FKyugDm6aZ"
1577327609725480000,2022-10-04 15:59:42+00:00,Uterus,bellsnwhistles,"@JohnFetterman $22 Million!  The Conservative super-PAC ""Senate Leadership Fund"" has spent $22 Million to TRY to DEFEAT John Fetterman. $15 Million each to DEFEAT Raphael Warnock (GA) and Cheri Beasley (NC). $12M to defeat Tim Ryan (OH). Super PACs are sneaky! #Warnock
https: Our rally this Saturday will be a special one for me - in the county where I grew up. Please RSVP now. Looking forward to seeing a LOT of familiar faces in the crowd. ❤️ 

Home sweet home York, PA 🥰 https://t.co/9bkx80F7V8"
1577327586056750000,2022-10-04 15:59:36+00:00,Louisiana ,VivianD40412825,"Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'
https://t.co/laZwfIJGMY
Family definitely knows what your SECRETS &amp; Herschel, yours are slowly getting a lot of publicity coming straight from your household not good."
1577327294766520000,2022-10-04 15:58:27+00:00,,StephenJJohnst1,RT @people: Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'  https://t.co/VT4O1eUo9k
1577327256820930000,2022-10-04 15:58:18+00:00,In a van down by the river,premiercoro,RT @NPRinskeep: Colleague @gringsam says he’s been recently interviewing suburban GA voters; finds a slice of Republicans who say they’ll vote for Gov. Brian Kemp but not Herschel Walker for Senate. The race is close; a small slice would matter. @MorningEdition @NPR
1577327047872950000,2022-10-04 15:57:28+00:00,"Washington, DC",MoneywhoreTrump,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577326963601040000,2022-10-04 15:57:08+00:00,"Washington, DC",PSparding,"Flipping the PA Senate seat is supposed to be the Democrat’s insurance against possibly losing one seat in NV or GA. So it’s not a great sign for them that Cook is moving it back to toss-up. Will have to see if yesterday’s revelations move polls again in one of those states. https: 🚨@CookPolitical ratings change🚨

#PASen moves back to Toss Up. Oz’s negatives remain high but it’s clear that the attacks vs Fetterman have had an impact and tightened this race since we shifted the rating to Lean D in August. 

https://t.co/jF0MJXHEV4"
1577326953723460000,2022-10-04 15:57:05+00:00,New York ,JJSea,RT @people: Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'  https://t.co/VT4O1eUo9k
1577326899747030000,2022-10-04 15:56:52+00:00,"🏝Treasure Island, PA",jaxon_sparrow,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577326898450940000,2022-10-04 15:56:52+00:00,ATL,strieker_toni,"RT @jbirch_12: GA, please watch this video. Herschel Walker is unfit, unqualified and a complete liar, according to his son.  

The nation cheered you in 2020 when you elected @ReverendWarnock to represent you in the senate

@SenatorWarnock is the best! Re-elect him, GA

@wtpBLUE
#FreshResists https://t.co/AMTPKii75o"
1577326872316230000,2022-10-04 15:56:46+00:00,Anywhere but here. :),DDStuff101,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577326824396390000,2022-10-04 15:56:34+00:00,,FECMensroom,"REPUBLICAN ACCOUNTABILITY PAC (C00804856 https://t.co/WM9ozmPSXd) just spent $43,350.00 ($409,538.55 YTD) to Oppose HERSCHEL WALKER (S2GA00225|Senate|GA|00) with Tegna Inc. on TV Advertising - Report Number 1633761.fec #GOP #Republican #DNC #Democratic #GA00"
1577326802783060000,2022-10-04 15:56:29+00:00,,sonnydays123,@PharoahFuzzyB @duty2warn This is GA’s GOP’s best candidate for US Senate. God save America.: @duty2warn Why promote bigotry against mental illness?
1577326802472770000,2022-10-04 15:56:29+00:00,,FECMensroom,"REPUBLICAN ACCOUNTABILITY PAC (C00804856 https://t.co/WM9ozmPSXd) just spent $28,262.50 ($409,538.55 YTD) to Oppose HERSCHEL WALKER (S2GA00225|Senate|GA|00) with Gray Media Group, Inc. on TV Advertising - Report Number 1633761.fec #GOP #Republican #DNC #Democratic #GA00"
1577326796047000000,2022-10-04 15:56:28+00:00,,FECMensroom,"REPUBLICAN ACCOUNTABILITY PAC (C00804856 https://t.co/WM9ozmPSXd) just spent $200.00 ($409,538.55 YTD) to Oppose HERSCHEL WALKER (S2GA00225|Senate|GA|00) with Extreme Reach, Inc. on TV Advertising - Report Number 1633761.fec #GOP #Republican #DNC #Democratic #GA00"
1577326787822050000,2022-10-04 15:56:26+00:00,,FECMensroom,"REPUBLICAN ACCOUNTABILITY PAC (C00804856 https://t.co/WM9ozmPSXd) just spent $103,870.00 ($409,538.55 YTD) to Oppose HERSCHEL WALKER (S2GA00225|Senate|GA|00) with CMG Media Corporation on TV Advertising - Report Number 1633761.fec #GOP #Republican #DNC #Democratic #GA00"
1577326553989620000,2022-10-04 15:55:30+00:00,"Atlanta, GA",akilahshani,"Pluto is ALL about exposing the BS. Lies, masks, fake shit, etc. gets revealed during this time to push us into acknowledging our shit so we can GROW. As a resident of GA I am def curious as to how this will effect the senate race lol (2/3): Hershell Walker being exposed for paying for an abortion and his son Christian (also a republican) going off about it on various social media outlets is ridiculously on brand for Pluto retrograde approaching Pluto direct 😂😂😂 (1/3)"
1577326439581490000,2022-10-04 15:55:03+00:00,,sophjul,RT @Leahgreenb: so in a single day we learned that the GA GOP Senate nominee paid for his girlfriend to have an abortion and that the PA GOP Senate nominee is a literal puppy killer. excited for tomorrow
1577326432556140000,2022-10-04 15:55:01+00:00,"Guadalajara, Jalisco",las_superchivas,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577326390810020000,2022-10-04 15:54:51+00:00,California,warrenswil,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577326363652100000,2022-10-04 15:54:45+00:00,"Indiana, USA",anncsborne,RT @people: Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'  https://t.co/VT4O1eUo9k
1577326263030620000,2022-10-04 15:54:21+00:00,,LRunner1975,RT @people: Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'  https://t.co/VT4O1eUo9k
1577326093815650000,2022-10-04 15:53:40+00:00,The Shire...USA,SuePetrovek,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577326045904370000,2022-10-04 15:53:29+00:00,,timmyttone,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577326010638400000,2022-10-04 15:53:20+00:00,,stilltmg,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577325721948940000,2022-10-04 15:52:12+00:00,"Spokane, WA",ItsMeChrissilee,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577325667145810000,2022-10-04 15:51:58+00:00,California,moon5river72,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577325099455510000,2022-10-04 15:49:43+00:00,The Emerald City,MicheleDTweets,"@mjs_DC Did Alito just ask where can the State win? REALLY?! Has his head been in the sand for just the past 2.5 years as former President Trump and his team of #ElectionDeniers OPENLY talked of subverting Black votes in the 2020 Presidential Election, the GA Senate run-off and in 2022?: @mjs_DC Wait! Wait! Is Coney Barrett trying to recast the intent of Section 2 of the #VotingRightsAct?! Is she appropriating — laying down the gauntlet of Equal Opportunity as the marker, when the PURPOSE of Section 2 was ALWAYS to HELP racially marginalized voters GET TO equal!! WTH?!"
1577324797440270000,2022-10-04 15:48:31+00:00,"Washington, DC",JakeMRosen,RT @EwallWice: NRSC Chair Rick Scott on the GA Senate race after report Walker paid for former girlfriend’s abortion https://t.co/Y0MOsZhDiX
1577324752745760000,2022-10-04 15:48:20+00:00,,matthew46956757,Herschel Walker&amp;#39;s Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: &amp;#39;Everything Has Been a Lie&amp;#39; https://t.co/U3itRYNT1U via @people
1577324745414110000,2022-10-04 15:48:19+00:00,,jackson271984,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577324712631400000,2022-10-04 15:48:11+00:00,,people,Herschel Walker's Son Christian Breaks Ties with Father amid Tense Ga. Senate Run: 'Everything Has Been a Lie'  https://t.co/VT4O1eUo9k
1577324532016230000,2022-10-04 15:47:28+00:00,"Lafayette, IN",HoosierMum,RT @NoShock: @atrupar The GA Senate race should have never been a close race. His son is just airing what was evident all along. The question is will voters who view him as a Football  God ignore this like many did in 2016 w/the Trump Access Hollywood tapes?
1577324405176370000,2022-10-04 15:46:58+00:00,,mjkellylowe,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577324396137560000,2022-10-04 15:46:55+00:00,"White House, TN",Gurihirufan7,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577324341963980000,2022-10-04 15:46:43+00:00,,wccjtsan,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577324169473050000,2022-10-04 15:46:01+00:00,,LeftAlwaysWrong,"RT @susi815: Herschel Walker is suddenly a real threat to democrats. We know this by the onslaught of recent media attacks.
Vote @HerschelWalker for GA senate!"
1577324150909270000,2022-10-04 15:45:57+00:00,"Chicago, IL",suechitown,It’s time for Walker to drop out of the race. He is a hypocrite and is unfit to hold a senate seat. Rev Warnock has proven that he is the superior candidate to represent GA &amp; our country. https: Regarding the latest Democrat attack: https://t.co/OjrDcGak95
1577324068172430000,2022-10-04 15:45:37+00:00,"New York, NY",EwallWice,NRSC Chair Rick Scott on the GA Senate race after report Walker paid for former girlfriend’s abortion https://t.co/Y0MOsZhDiX
1577324030322940000,2022-10-04 15:45:28+00:00,,maiusrnayme,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323928644720000,2022-10-04 15:45:04+00:00,"Scranton, Pennsylvania",RedTruthEriksen,"RT @BamaStephen: @EWErickson Erick, many knew this would likely happen. Shame on GA GOP and national GOP for exploiting a man you all knew was fatally flawed. Shame on everyone who has helped to burn this family down. The GOP will lose the Senate and only have themselves to blame for so many bad candidates."
1577323876043850000,2022-10-04 15:44:51+00:00,Southern Girl,ScorpioRising58,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577323841268990000,2022-10-04 15:44:43+00:00,"Sandusky, Ohio",JustinTaylorBE,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323699363010000,2022-10-04 15:44:09+00:00,Midtown,bdcX72,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323688193820000,2022-10-04 15:44:07+00:00,"Portland, OR",lvinson58,"RT @mollybears22: Let’s hope more R’s come to their senses. At some point, GA Republicans need to seriously ask themselves: do you feel safe with Herschel Walker in the US Senate as *your* representative?
@SenatorWarnock has &amp; will continue to do so much for you. #VoteWarnock 
#DemVoice1 #wtpBLUE https://t.co/7PDtMq1Wld"
1577323636381340000,2022-10-04 15:43:54+00:00,"New York, NY",JesseRodriguez,Trump statement from March 2021 encouraging Herschel Walker to run for GA senate https://t.co/xrV6oCPMDN
1577323593406370000,2022-10-04 15:43:44+00:00,California,RexFut,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323554932230000,2022-10-04 15:43:35+00:00,,AlienSpaceBat1,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323521591560000,2022-10-04 15:43:27+00:00,,OctoCryptid,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323276468090000,2022-10-04 15:42:29+00:00,"Atlanta, GA",bright8694,"RT @jbirch_12: GA, please watch this video. Herschel Walker is unfit, unqualified and a complete liar, according to his son.  

The nation cheered you in 2020 when you elected @ReverendWarnock to represent you in the senate

@SenatorWarnock is the best! Re-elect him, GA

@wtpBLUE
#FreshResists https://t.co/AMTPKii75o"
1577323187150480000,2022-10-04 15:42:07+00:00,,Ulisse0672,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577323141034020000,2022-10-04 15:41:56+00:00,,jbirch_12,"GA, please watch this video. Herschel Walker is unfit, unqualified and a complete liar, according to his son.  

The nation cheered you in 2020 when you elected @ReverendWarnock to represent you in the senate

@SenatorWarnock is the best! Re-elect him, GA

@wtpBLUE
#FreshResists https: I’ve stayed silent for nearly two years as my whole life has been lied about publicly. I did ONE campaign event, then said I didn’t want involvement. 

Don’t you dare test my authenticity. Here is the full story: https://t.co/ekVEcz8zq3"
1577322966299570000,2022-10-04 15:41:15+00:00,"Oregon, USA",Roselyn_Fey_hna,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577322944329650000,2022-10-04 15:41:09+00:00,"Missouri, USA",Manmythlegendtt,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577322925392260000,2022-10-04 15:41:05+00:00,Somewhere within the Beltway,Mic_Check08,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577322745376940000,2022-10-04 15:40:22+00:00,,DaeSeanThaChef,Let it be known. In the GA Senate race. There is only one candidate who practices what he preaches. And that’s the GOAT @ReverendWarnock https://t.co/vKLdD0csbd
1577322658001290000,2022-10-04 15:40:01+00:00,"None, Piemonte",PHILCP69,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577322649340050000,2022-10-04 15:39:59+00:00,,FECMensroom,"CARE IN ACTION PAC (C00747998 https://t.co/e1Lxiddobe) just spent $10,350.00 ($10,350.00 YTD) to Support Raphael Warnock (S0GA00559|Senate|GA|) with Care in Action on Estimated Cost for Staff Time - Report Number 1633749.fec #GOP #Republican #DNC #Democratic #GA"
1577322621649160000,2022-10-04 15:39:52+00:00,they,CBCPitchbot,RT @ReutersPitchbot: I've seen enough: Sen. Raphael Warnock (D) defeats Herschel Walker (R) in GA's 2022 Senate race
1577322489210080000,2022-10-04 15:39:21+00:00,,Lefty_Left_Left,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
1577322467365990000,2022-10-04 15:39:16+00:00,,Russianbot19213,"@atrupar Projection thy name is Democrats, you guys are literally running a wife beater for GA Senate seat.: the sad reality is that Satan himself could run as a Republican in a red state and be guaranteed to get at least 45 percent of the vote"
1577322372364910000,2022-10-04 15:38:53+00:00,"Lansdowne, PA",mgiorno,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577322073504070000,2022-10-04 15:37:42+00:00,"South Carolina, USA",MA2008A,"@MollyJongFast Won’t change anything in the GA senate race. Mark my words. Herschel won’t drop out, and this will still be a extremely close contest. Sad but true.: This is wild https://t.co/VVcwyFqIbU"
1577322016243430000,2022-10-04 15:37:28+00:00,"Bull City, NC",GQSmooth981,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577321899327200000,2022-10-04 15:37:00+00:00,,chris_fundstrat,"RT @TomBlock_FS: In my Monday Fundstrat note I talk about upcoming debates in close Senate races.  Having prepped Senate candidates for debates high tension, lots of risk.  Underestimated candidate can rise, faux pas can be fatal. NC:10/06, FL:10-07, OH:10/10, GA:10/14, PA: 10/25."
1577321888832840000,2022-10-04 15:36:58+00:00,,alistair_void,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577321874798810000,2022-10-04 15:36:54+00:00,"Aurora, CO",ronhauser2,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577321865571350000,2022-10-04 15:36:52+00:00,,tsusanashley811,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577321767332450000,2022-10-04 15:36:29+00:00,United States,HD_Icarus,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577321725750300000,2022-10-04 15:36:19+00:00,,prichards2016,"RT @SimonWDC: Not a good morning for Rs:

- With GA implosion, Senate far more likely to stay Dem  
- With new MAL revelations Trump far more likely to get indicted
- New PA poll has Fetterman up 6, Oz with narrow/no path to victory https://t.co/vQkY2z8K6d"
1577321671106630000,2022-10-04 15:36:06+00:00,,tammy_dreyer,https://t.co/5PCFDDxFBQ
1577321578265770000,2022-10-04 15:35:44+00:00,"Halifax, NS",CaperGrrl,"RT @ninaturner: GOP Senate candidates: 

PA: Killed hundreds of dogs, including puppies

GA: Violence against women and paying for abortions while trying to restrict others from having them

OH: Encourages women to stay in violent marriages

WI: “Insurrectionists taught us how to use flagpoles”"
1577321485735160000,2022-10-04 15:35:22+00:00,Minneapolis Area Minnesota,VWherland,"RT @namwella1961: AJC: Between Herschel Walker being accused of paying for his girlfriend’s abortion, and his son’s tweets about his father, some GA GOP are worried about Walker’s chances.

There's a qualified candidate running for GA Senate.
It's not Herschel Walker!
#VoteWarnock #ProudBlue22 https://t.co/uCTNp1KqlE"
